26-May-24 17:40:48 - root - INFO - Starting run.py
26-May-24 17:40:48 - root - INFO - Using default config path : config/default.toml
26-May-24 17:40:48 - root - INFO - Player 1 is using alpha_beta and Player 2 is using human
26-May-24 18:04:05 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:05] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:04:05 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:05] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:04:05 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:05] "GET /css/index.css HTTP/1.1" 200 5330 0.010019
26-May-24 18:04:05 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:05] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:04:05 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:05] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001528
26-May-24 18:04:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:06] "GET /index.html HTTP/1.1" 200 3287 0.000996
26-May-24 18:04:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:06] "GET /eel.js HTTP/1.1" 200 6267 0.000999
26-May-24 18:04:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:06] "GET /css/index.css HTTP/1.1" 200 5330 0.000998
26-May-24 18:04:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:06] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:04:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:06] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001000
26-May-24 18:04:08 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:08] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:04:08 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:08] "GET /eel.js HTTP/1.1" 200 6267 0.001000
26-May-24 18:04:08 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:08] "GET /css/index.css HTTP/1.1" 200 5330 0.002001
26-May-24 18:04:08 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:08] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:04:08 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:08] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:04:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:26] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:04:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:26] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:04:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:26] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:04:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:26] "GET /css/index.css HTTP/1.1" 200 5394 0.010512
26-May-24 18:04:26 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:26] "GET /js/index.js HTTP/1.1" 200 8565 0.001007
26-May-24 18:04:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:42] "GET /index.html HTTP/1.1" 200 3287 0.001001
26-May-24 18:04:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:42] "GET /eel.js HTTP/1.1" 200 6267 0.001002
26-May-24 18:04:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:42] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000998
26-May-24 18:04:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:42] "GET /css/index.css HTTP/1.1" 200 5394 0.010046
26-May-24 18:04:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:42] "GET /js/index.js HTTP/1.1" 200 8565 0.001000
26-May-24 18:04:54 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:54] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:04:54 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:54] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:04:54 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:54] "GET /css/index.css HTTP/1.1" 200 5394 0.002000
26-May-24 18:04:54 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:54] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:04:54 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:54] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:04:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:59] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:04:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:59] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:04:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:59] "GET /css/index.css HTTP/1.1" 200 5394 0.008159
26-May-24 18:04:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:59] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:04:59 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:04:59] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001000
26-May-24 18:05:03 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:03] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:05:03 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:03] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:05:03 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:03] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:05:03 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:03] "GET /css/index.css HTTP/1.1" 200 5394 0.009301
26-May-24 18:05:03 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:03] "GET /js/index.js HTTP/1.1" 200 8565 0.000997
26-May-24 18:05:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:11] "GET /index.html HTTP/1.1" 200 3287 0.001001
26-May-24 18:05:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:11] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:05:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:11] "GET /css/index.css HTTP/1.1" 200 5396 0.006016
26-May-24 18:05:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:11] "GET /js/index.js HTTP/1.1" 200 8565 0.001003
26-May-24 18:05:11 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:11] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:05:15 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:15] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:05:15 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:15] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:05:15 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:15] "GET /css/index.css HTTP/1.1" 200 5397 0.005998
26-May-24 18:05:15 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:15] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:05:15 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:15] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001001
26-May-24 18:05:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:20] "GET /index.html HTTP/1.1" 200 3287 0.001001
26-May-24 18:05:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:20] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:05:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:20] "GET /css/index.css HTTP/1.1" 200 5394 0.000998
26-May-24 18:05:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:20] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:05:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:20] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:05:27 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:27] "GET /index.html HTTP/1.1" 200 3287 0.001002
26-May-24 18:05:27 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:27] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:05:27 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:27] "GET /css/index.css HTTP/1.1" 200 5394 0.008526
26-May-24 18:05:27 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:27] "GET /js/index.js HTTP/1.1" 200 8565 0.001001
26-May-24 18:05:27 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:27] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:05:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:47] "GET /index.html HTTP/1.1" 200 3287 0.001000
26-May-24 18:05:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:47] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:05:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:47] "GET /css/index.css HTTP/1.1" 200 5393 0.006997
26-May-24 18:05:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:47] "GET /js/index.js HTTP/1.1" 200 8565 0.001343
26-May-24 18:05:47 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:47] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001009
26-May-24 18:05:50 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:50] "GET /index.html HTTP/1.1" 200 3287 0.001007
26-May-24 18:05:50 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:50] "GET /eel.js HTTP/1.1" 200 6267 0.001001
26-May-24 18:05:50 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:50] "GET /css/index.css HTTP/1.1" 200 5394 0.001999
26-May-24 18:05:50 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:50] "GET /js/index.js HTTP/1.1" 200 8565 0.001001
26-May-24 18:05:50 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:05:50] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:07:13 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:13] "GET /index.html HTTP/1.1" 200 3287 0.001001
26-May-24 18:07:13 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:13] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:07:13 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:13] "GET /css/index.css HTTP/1.1" 200 5394 0.007524
26-May-24 18:07:13 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:13] "GET /js/index.js HTTP/1.1" 200 8565 0.000997
26-May-24 18:07:13 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:13] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:07:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:20] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:07:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:20] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:07:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:20] "GET /css/index.css HTTP/1.1" 200 5394 0.002001
26-May-24 18:07:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:20] "GET /js/index.js HTTP/1.1" 200 8565 0.001001
26-May-24 18:07:20 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:20] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:07:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:32] "GET /index.html HTTP/1.1" 200 3287 0.000999
26-May-24 18:07:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:32] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:07:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:32] "GET /css/index.css HTTP/1.1" 200 5394 0.006503
26-May-24 18:07:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:32] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:07:32 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:32] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000996
26-May-24 18:07:38 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:38] "GET /index.html HTTP/1.1" 200 3287 0.001003
26-May-24 18:07:38 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:38] "GET /eel.js HTTP/1.1" 200 6267 0.001153
26-May-24 18:07:38 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:38] "GET /css/index.css HTTP/1.1" 200 5394 0.006997
26-May-24 18:07:38 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:38] "GET /js/index.js HTTP/1.1" 200 8565 0.001000
26-May-24 18:07:38 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:38] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:07:48 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:48] "GET /index.html HTTP/1.1" 200 3287 0.000998
26-May-24 18:07:48 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:48] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:07:49 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:49] "GET /css/index.css HTTP/1.1" 200 5396 0.006517
26-May-24 18:07:49 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:49] "GET /js/index.js HTTP/1.1" 200 8565 0.001001
26-May-24 18:07:49 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:49] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001001
26-May-24 18:07:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:53] "GET /index.html HTTP/1.1" 200 3287 0.001001
26-May-24 18:07:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:53] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:07:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:53] "GET /css/index.css HTTP/1.1" 200 5367 0.010516
26-May-24 18:07:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:53] "GET /js/index.js HTTP/1.1" 200 8565 0.001006
26-May-24 18:07:53 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:53] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:07:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:56] "GET /index.html HTTP/1.1" 200 3287 0.001002
26-May-24 18:07:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:56] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:07:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:56] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001000
26-May-24 18:07:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:56] "GET /css/index.css HTTP/1.1" 200 5400 0.007527
26-May-24 18:07:56 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:07:56] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:08:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:06] "GET /index.html HTTP/1.1" 200 3287 0.001000
26-May-24 18:08:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:06] "GET /eel.js HTTP/1.1" 200 6267 0.001000
26-May-24 18:08:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:06] "GET /css/index.css HTTP/1.1" 200 5419 0.007439
26-May-24 18:08:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:06] "GET /js/index.js HTTP/1.1" 200 8565 0.001006
26-May-24 18:08:06 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:06] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:08:10 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:10] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:08:10 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:10] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:08:10 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:10] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001007
26-May-24 18:08:10 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:10] "GET /css/index.css HTTP/1.1" 200 5452 0.009010
26-May-24 18:08:10 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:10] "GET /js/index.js HTTP/1.1" 200 8565 0.001043
26-May-24 18:08:17 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:17] "GET /index.html HTTP/1.1" 200 3287 0.001002
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001000
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /css/index.css HTTP/1.1" 200 5435 0.009322
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /js/index.js HTTP/1.1" 200 8565 0.001507
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /index.html HTTP/1.1" 200 3287 0.000998
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /eel.js HTTP/1.1" 200 6267 0.001000
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /css/index.css HTTP/1.1" 200 5435 0.000000
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /js/index.js HTTP/1.1" 200 8565 0.001507
26-May-24 18:08:18 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:18] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:08:29 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:29] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:08:29 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:29] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:08:29 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:29] "GET /css/index.css HTTP/1.1" 200 5449 0.008517
26-May-24 18:08:29 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:29] "GET /js/index.js HTTP/1.1" 200 8565 0.000997
26-May-24 18:08:29 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:29] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:08:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:34] "GET /index.html HTTP/1.1" 200 3287 0.001039
26-May-24 18:08:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:34] "GET /eel.js HTTP/1.1" 200 6267 0.001566
26-May-24 18:08:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:34] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001007
26-May-24 18:08:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:34] "GET /css/index.css HTTP/1.1" 200 5457 0.008672
26-May-24 18:08:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:34] "GET /js/index.js HTTP/1.1" 200 8565 0.001005
26-May-24 18:08:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:42] "GET /index.html HTTP/1.1" 200 3287 0.001009
26-May-24 18:08:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:42] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:08:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:42] "GET /css/index.css HTTP/1.1" 200 5460 0.007517
26-May-24 18:08:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:42] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:08:42 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:42] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.001000
26-May-24 18:08:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:44] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:08:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:44] "GET /eel.js HTTP/1.1" 200 6267 0.001007
26-May-24 18:08:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:44] "GET /css/index.css HTTP/1.1" 200 5457 0.002004
26-May-24 18:08:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:44] "GET /js/index.js HTTP/1.1" 200 8565 0.000998
26-May-24 18:08:44 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:44] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000998
26-May-24 18:08:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:52] "GET /index.html HTTP/1.1" 200 3287 0.000000
26-May-24 18:08:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:52] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:08:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:52] "GET /css/index.css HTTP/1.1" 200 5460 0.001011
26-May-24 18:08:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:52] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:08:52 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:08:52] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000995
26-May-24 18:09:02 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:02] "GET /index.html HTTP/1.1" 200 3287 0.001000
26-May-24 18:09:02 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:02] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:09:02 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:02] "GET /css/index.css HTTP/1.1" 200 5457 0.001002
26-May-24 18:09:02 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:02] "GET /js/index.js HTTP/1.1" 200 8565 0.000000
26-May-24 18:09:02 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:02] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:09:12 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:12] "GET /index.html HTTP/1.1" 200 3283 0.008503
26-May-24 18:09:12 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:12] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:09:12 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:12] "GET /css/index.css HTTP/1.1" 200 5457 0.000000
26-May-24 18:09:12 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:12] "GET /js/index.js HTTP/1.1" 200 8565 0.000998
26-May-24 18:09:12 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:12] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:09:28 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:28] "GET /index.html HTTP/1.1" 200 3283 0.000000
26-May-24 18:09:28 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:28] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:09:28 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:28] "GET /css/index.css HTTP/1.1" 200 5437 0.006522
26-May-24 18:09:28 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:28] "GET /js/index.js HTTP/1.1" 200 8565 0.001001
26-May-24 18:09:28 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:28] "GET /js/sweetalert.min.js HTTP/1.1" 200 41018 0.000000
26-May-24 18:09:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:34] "GET /index.html HTTP/1.1" 200 3283 0.000950
26-May-24 18:09:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:34] "GET /eel.js HTTP/1.1" 200 6267 0.000000
26-May-24 18:09:34 - geventwebsocket.handler - INFO - 127.0.0.1 - - [2024-05-26 18:09:34] "GET /css/index.css HTTP/1.1" 200 5457 0.001998
